#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_001318.1,272634,273647,-,1195097,-,BB_0260,NP_212394.1,337,-,hypothetical protein BB_0260
chr,NC_001318.1,273857,275236,+,1195098,-,BB_0261,NP_212395.2,459,-,hypothetical protein BB_0261
chr,NC_001318.1,275243,276496,-,1195099,-,BB_0262,NP_212396.1,417,-,M23 peptidase domain-containing protein
chr,NC_001318.1,276558,277064,+,1195100,lepB,BB_0263,NP_212397.3,168,-,signal peptidase I
chr,NC_001318.1,277090,278559,-,1195101,-,BB_0264,NP_212398.2,489,-,heat shock protein 70
chr,NC_001318.1,278537,279058,-,1195102,-,BB_0265,NP_212399.1,173,-,hypothetical protein BB_0265
chr,NC_001318.1,279078,279380,-,1195103,-,BB_0266,NP_212400.2,100,-,hypothetical protein BB_0266
chr,NC_001318.1,279407,281311,-,1195104,-,BB_0267,NP_212401.1,634,-,hypothetical protein BB_0267
chr,NC_001318.1,281314,281793,-,1195105,-,BB_0268,NP_212402.1,159,-,hypothetical protein BB_0268
chr,NC_001318.1,281800,282687,-,1195106,-,BB_0269,NP_212403.1,295,-,ATP-binding protein
chr,NC_001318.1,282699,283865,-,1195107,-,BB_0270,NP_212404.1,388,-,flagellar biosynthesis regulator FlhF
chr,NC_001318.1,283869,285962,-,1195108,flhA,BB_0271,NP_212405.1,697,-,flagellar biosynthesis protein FlhA
chr,NC_001318.1,285971,287089,-,1195109,flhB,BB_0272,NP_212406.1,372,-,flagellar biosynthesis protein FlhB
chr,NC_001318.1,287089,287877,-,1195110,fliR,BB_0273,NP_212407.2,262,-,flagellar biosynthetic protein FliR
chr,NC_001318.1,287910,288173,-,1195111,fliQ,BB_0274,NP_212408.1,87,-,flagellar biosynthesis protein FliQ
chr,NC_001318.1,288182,288946,-,1195112,fliP,BB_0275,NP_212409.1,254,-,flagellar biosynthesis protein FliP
chr,NC_001318.1,288957,289583,-,1195113,-,BB_0276,NP_212410.1,208,-,flagellar biosynthesis protein FliZ
chr,NC_001318.1,289576,289917,-,1195114,-,BB_0277,NP_212411.1,113,-,flagellar motor switch protein FliN
chr,NC_001318.1,289963,291021,-,1195115,fliM,BB_0278,NP_212412.1,352,-,flagellar motor switch protein FliM
chr,NC_001318.1,291059,291595,-,1195116,fliL,BB_0279,NP_212413.1,178,-,flagellar basal body-associated protein FliL
chr,NC_001318.1,291644,292426,-,1195117,-,BB_0280,NP_212414.1,260,-,flagellar motor protein MotB
chr,NC_001318.1,292426,293208,-,1195118,-,BB_0281,NP_212415.1,260,-,motility protein A
chr,NC_001318.1,293205,293429,-,1195119,-,BB_0282,NP_212416.1,74,-,flagellar protein FlbD
chr,NC_001318.1,293452,294780,-,1195120,-,BB_0283,NP_212417.1,442,-,flagellar hook protein FlgE
chr,NC_001318.1,294785,295228,-,1195121,flgD,BB_0284,NP_212418.1,147,-,flagellar hook capping protein
chr,NC_001318.1,295242,296420,-,1195122,-,BB_0285,NP_212419.2,392,-,flagellar protein
chr,NC_001318.1,296428,297045,-,1195123,-,BB_0286,NP_212420.2,205,-,flagellar protein
chr,NC_001318.1,297038,297469,-,1195124,-,BB_0287,NP_212421.1,143,-,flagellar protein FlbA
chr,NC_001318.1,297466,298776,-,1195125,fliI,BB_0288,NP_212422.1,436,-,flagellum-specific ATP synthase FliI
chr,NC_001318.1,298795,299715,-,1195126,fliH,BB_0289,NP_212423.1,306,-,flagellar assembly protein FliH
chr,NC_001318.1,299730,300764,-,1195127,fliG,BB_0290,NP_212424.1,344,-,flagellar motor switch protein FliG
chr,NC_001318.1,300780,302489,-,1195128,fliF,BB_0291,NP_212425.1,569,-,flagellar MS-ring protein FliF
chr,NC_001318.1,302504,302839,-,1195129,fliE,BB_0292,NP_212426.1,111,-,flagellar hook-basal body protein FliE
chr,NC_001318.1,302851,303309,-,1195130,flgC,BB_0293,NP_212427.1,152,-,flagellar basal body rod protein FlgC
chr,NC_001318.1,303333,303740,-,1195131,flgB,BB_0294,NP_212428.1,135,-,flagellar basal body rod protein FlgB
chr,NC_001318.1,303774,305120,-,1195132,hslU,BB_0295,NP_212429.2,448,-,ATP-dependent protease ATPase subunit HslU
chr,NC_001318.1,305113,305661,-,1195133,-,BB_0296,NP_212430.1,182,-,ATP-dependent protease subunit HslV
chr,NC_001318.1,305671,306615,-,1195134,-,BB_0297,NP_212431.2,314,-,protein smf
chr,NC_001318.1,306625,307317,-,1195135,-,BB_0298,NP_212432.1,230,-,hypothetical protein BB_0298
chr,NC_001318.1,307318,308517,-,1195136,ftsZ,BB_0299,NP_212433.2,399,-,cell division protein FtsZ
chr,NC_001318.1,308539,309780,-,1195137,ftsA,BB_0300,NP_212434.1,413,-,cell division protein FtsA
chr,NC_001318.1,309780,310523,-,1195138,-,BB_0301,NP_212435.1,247,-,cell division protein B
chr,NC_001318.1,310559,311617,-,1195139,ftsW,BB_0302,NP_212436.2,352,-,lipid II flippase FtsW
chr,NC_001318.1,311660,312715,-,1195140,mraY,BB_0303,NP_212437.1,351,-,phospho-N-acetylmuramoyl-pentapeptide-transferase
chr,NC_001318.1,312729,314123,-,1195141,-,BB_0304,NP_212438.1,464,-,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligas
chr,NC_001318.1,314146,314427,-,1195142,-,BB_0305,NP_212439.1,93,-,hypothetical protein BB_0305
chr,NC_001318.1,314424,315314,-,1195143,-,BB_0306,NP_212440.1,296,-,rRNA small subunit methyltransferase H
chr,NC_001318.1,315307,316143,-,1195144,-,BB_0307,NP_212441.1,278,-,hypothetical protein BB_0307
chr,NC_001318.1,316140,317216,-,1195145,-,BB_0308,NP_212442.1,358,-,hypothetical protein BB_0308
chr,NC_001318.1,317247,318005,-,1195146,-,BB_0309,NP_212443.2,252,-,hypothetical protein BB_0309
chr,NC_001318.1,318277,319116,-,1195148,-,BB_0311,NP_212445.2,279,-,NAD kinase
chr,NC_001318.1,319106,319636,-,1195149,-,BB_0312,NP_212446.1,176,-,purine-binding chemotaxis protein
chr,NC_001318.1,319680,320249,-,1195150,rrmJ,BB_0313,NP_212447.2,189,-,rRNA large subunit methyltransferase
chr,NC_001318.1,320309,321352,+,1195151,-,BB_0314,NP_212448.1,347,-,octaprenyl-diphosphate synthase
chr,NC_001318.1,321352,322038,+,1195152,-,BB_0315,NP_212449.1,228,-,hypothetical protein BB_0315
chr,NC_001318.1,322040,322846,-,1195153,-,BB_0316,NP_212450.1,268,-,integral membrane protein
chr,NC_001318.1,322847,323779,-,1195154,-,BB_0317,NP_212451.1,310,-,integral membrane protein
chr,NC_001318.1,323776,325236,-,1195155,-,BB_0318,NP_212452.1,486,-,ABC transporter ATP-binding protein
chr,NC_001318.1,325236,326288,-,1195156,-,BB_0319,NP_212453.1,350,-,hypothetical protein BB_0319
chr,NC_001318.1,326469,326666,-,1195158,-,BB_0321,NP_212455.1,65,-,hypothetical protein BB_0321
chr,NC_001318.1,326699,327757,-,1195159,-,BB_0322,NP_212456.1,352,-,hypothetical protein BB_0322
chr,NC_001318.1,328032,329165,+,1195160,-,BB_0323,NP_212457.1,377,-,hypothetical protein BB_0323
chr,NC_001318.1,329262,329621,+,1195161,-,BB_0324,NP_212458.1,119,-,hypothetical protein BB_0324
chr,NC_001318.1,329643,330752,-,1195162,-,BB_0325,NP_212459.1,369,-,hypothetical protein BB_0325
chr,NC_001318.1,330803,333598,-,1195163,-,BB_0326,NP_212460.1,931,-,hypothetical protein BB_0326
chr,NC_001318.1,333619,334515,-,1195164,-,BB_0327,NP_212461.1,298,-,glycerol-3-phosphate O-acyltransferase
chr,NC_001318.1,334937,336508,+,1195165,-,BB_0328,NP_212462.2,523,-,family 5 extracellular solute-binding protein
chr,NC_001318.1,336629,338215,+,1195166,-,BB_0329,YP_008686571.1,528,-,ABC transporter substrate-binding protein
chr,NC_001318.1,338358,339983,+,1195167,-,BB_0330,NP_212464.1,541,-,peptide ABC transporter substrate-binding protein
chr,NC_001318.1,340062,340217,-,1195168,-,BB_0331,NP_212465.1,51,-,hypothetical protein BB_0331
chr,NC_001318.1,340341,341261,+,1195169,-,BB_0332,NP_212466.1,306,-,peptide ABC transporter permease
chr,NC_001318.1,341274,342323,+,1195170,-,BB_0333,NP_212467.1,349,-,peptide ABC transporter permease
chr,NC_001318.1,342335,343207,+,1195171,-,BB_0334,NP_212468.1,290,-,peptide ABC transporter ATP-binding protein
chr,NC_001318.1,343208,344179,+,1195172,-,BB_0335,NP_212469.1,323,-,peptide ABC transporter ATP-binding protein
chr,NC_001318.1,344192,344932,-,1195173,-,BB_0336,YP_008686572.1,246,-,hypothetical protein BB_0336
chr,NC_001318.1,345063,346364,+,1195174,eno,BB_0337,NP_212471.1,433,-,enolase
chr,NC_001318.1,346431,346841,-,1195175,rpsI,BB_0338,NP_212472.1,136,-,30S ribosomal protein S9
chr,NC_001318.1,346861,347301,-,1195176,rplM,BB_0339,NP_212473.1,146,-,50S ribosomal protein L13
chr,NC_001318.1,347351,348160,-,1195177,-,BB_0340,NP_212474.1,269,-,hypothetical protein BB_0340
chr,NC_001318.1,348153,349610,-,1195178,-,BB_0341,NP_212475.1,485,-,aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
chr,NC_001318.1,349600,351045,-,1195179,-,BB_0342,NP_212476.2,481,-,glutamyl-tRNA(Gln) amidotransferase subunit A
chr,NC_001318.1,351056,351331,-,1195180,gatC,BB_0343,NP_212477.1,91,-,glutamyl-tRNA(Gln) amidotransferase subunit C
chr,NC_001318.1,351341,353437,-,1195181,-,BB_0344,NP_212478.2,698,-,DNA helicase
chr,NC_001318.1,353440,354636,-,1195182,-,BB_0345,NP_212479.1,398,-,hypothetical protein BB_0345
chr,NC_001318.1,354648,355298,-,1195183,-,BB_0346,NP_212480.1,216,-,export chaperone
chr,NC_001318.1,355491,356909,+,1195184,-,BB_0347,NP_212481.2,472,-,fibronectin/fibrinogen-binding protein
chr,NC_001318.1,357007,358440,+,1195185,pyk,BB_0348,NP_212482.1,477,-,pyruvate kinase
chr,NC_001318.1,358458,359198,+,1195186,-,BB_0349,NP_212483.1,246,-,hypothetical protein BB_0349
chr,NC_001318.1,359217,359495,-,1195187,rpmB,BB_0350,NP_212484.1,92,-,50S ribosomal protein L28
chr,NC_001318.1,359513,361078,-,1195188,-,BB_0351,NP_212485.2,521,-,hypothetical protein BB_0351
chr,NC_001318.1,361188,362321,+,1195189,-,BB_0352,NP_212486.1,377,-,hypothetical protein BB_0352
chr,NC_001318.1,362318,364117,-,1195190,-,BB_0353,NP_212487.1,599,-,membrane protein
chr,NC_001318.1,364130,364972,-,1195191,-,BB_0354,NP_212488.2,280,-,hypothetical protein BB_0354
chr,NC_001318.1,365115,365603,-,1195192,-,BB_0355,NP_212489.1,162,-,transcription factor
chr,NC_001318.1,366229,366960,-,1195195,-,BB_0358,NP_212492.1,243,-,rRNA small subunit methyltransferase E
chr,NC_001318.1,366964,368391,-,1195196,-,BB_0359,YP_008686573.1,475,-,peptidase S41
chr,NC_001318.1,368456,368881,+,1195197,-,BB_0360,NP_212494.1,141,-,hypothetical protein BB_0360
chr,NC_001318.1,368885,370027,+,1195198,-,BB_0361,NP_212495.1,380,-,ATP-binding protein
chr,NC_001318.1,370027,371013,+,1195199,lgt,BB_0362,NP_212496.1,328,-,prolipoprotein diacylglyceryl transferase
chr,NC_001318.1,371034,373046,+,1195200,-,BB_0363,NP_212497.1,670,-,hypothetical protein BB_0363
chr,NC_001318.1,373140,373520,+,1195201,mgsA,BB_0364,NP_212498.1,126,-,methylglyoxal synthase
chr,NC_001318.1,373567,374151,-,1195202,la7,BB_0365,NP_212499.1,194,-,lipoprotein LA7
chr,NC_001318.1,374277,375653,+,1195203,-,BB_0366,NP_212500.1,458,-,aminopeptidase
chr,NC_001318.1,375661,375939,+,1195204,-,BB_0367,NP_212501.1,92,-,hypothetical protein BB_0367
chr,NC_001318.1,375961,377019,-,1195205,-,BB_0368,NP_212502.2,352,-,glycerol-3-phosphate dehydrogenase
chr,NC_001318.1,377039,379258,-,1195206,-,BB_0369,NP_212503.2,739,-,ATP-dependent Clp protease subunit A
chr,NC_001318.1,379341,380558,-,1195207,tyrS,BB_0370,NP_212504.1,405,-,tyrosine--tRNA ligase
chr,NC_001318.1,380555,381892,-,1195208,glyS,BB_0371,NP_212505.1,445,-,glycine--tRNA ligase
chr,NC_001318.1,381910,383382,-,1195209,gltX,BB_0372,NP_212506.1,490,-,glutamate--tRNA ligase
chr,NC_001318.1,383395,384162,-,1195210,-,BB_0373,NP_212507.1,255,-,hypothetical protein BB_0373
chr,NC_001318.1,384287,385426,+,1195211,-,BB_0374,NP_212508.1,379,-,hypothetical protein BB_0374
chr,NC_001318.1,385449,386162,+,1195212,pfs,BB_0375,NP_212509.1,237,-,nucleosidase
chr,NC_001318.1,386159,387337,+,1195213,metK,BB_0376,NP_212510.1,392,-,S-adenosylmethionine synthetase
chr,NC_001318.1,387334,387807,+,1195214,luxS,BB_0377,NP_212511.2,157,-,S-ribosylhomocysteine lyase
chr,NC_001318.1,387818,388480,-,1195215,-,BB_0378,NP_212512.1,220,-,hypothetical protein BB_0378
chr,NC_001318.1,388507,388926,-,1195216,-,BB_0379,NP_212513.2,139,-,HIT family nucleosidase
chr,NC_001318.1,388977,390341,-,1195217,mgtE,BB_0380,NP_212514.1,454,-,Mg2+ transport protein
chr,NC_001318.1,390392,391819,-,1195218,-,BB_0381,NP_212515.1,475,-,hypothetical protein BB_0381
chr,NC_001318.1,391932,392957,-,1195219,bmpB,BB_0382,NP_212516.1,341,-,basic membrane protein B
chr,NC_001318.1,393044,394063,-,1195220,bmpA,BB_0383,NP_212517.1,339,-,basic membrane protein A
chr,NC_001318.1,394105,395166,-,1195221,bmpC,BB_0384,NP_212518.1,353,-,basic membrane protein C
chr,NC_001318.1,395481,396506,-,1195222,bmpD,BB_0385,NP_212519.2,341,-,basic membrane protein D
chr,NC_001318.1,396604,397077,-,1195223,rpsG,BB_0386,NP_212520.1,157,-,30S ribosomal protein S7
chr,NC_001318.1,397102,397476,-,1195224,rpsL,BB_0387,NP_212521.1,124,-,30S ribosomal protein S12
chr,NC_001318.1,397544,401677,-,1195225,rpoC,BB_0388,NP_212522.1,1377,-,DNA-directed RNA polymerase subunit beta\'
chr,NC_001318.1,401693,405160,-,1195226,rpoB,BB_0389,YP_008686574.1,1155,-,DNA-directed RNA polymerase subunit beta
chr,NC_001318.1,405243,405617,-,1195227,rplL,BB_0390,NP_212524.1,124,-,50S ribosomal protein L7/L12
chr,NC_001318.1,405688,406176,-,1195228,-,BB_0391,NP_212525.2,162,-,50S ribosomal protein L10
chr,NC_001318.1,406181,406861,-,1195229,rplA,BB_0392,NP_212526.1,226,-,50S ribosomal protein L1
chr,NC_001318.1,406861,407292,-,1195230,rplK,BB_0393,NP_212527.1,143,-,50S ribosomal protein L11
chr,NC_001318.1,407344,407898,-,1195231,nusG,BB_0394,NP_212528.1,184,-,transcription termination/antitermination factor
chr,NC_001318.1,407922,408092,-,1195232,secE,BB_0395,NP_212529.1,56,-,protein translocase subunit SecE
chr,NC_001318.1,408201,408380,-,1195234,rpmG,BB_0396,NP_212530.1,59,-,50S ribosomal protein L33
chr,NC_001318.1,408554,409402,-,1195235,-,BB_0397,NP_212531.1,282,-,hypothetical protein BB_0397
chr,NC_001318.1,409416,410447,-,1195236,-,BB_0398,NP_212532.1,343,-,lipoprotein
chr,NC_001318.1,410787,411446,+,1195237,-,BB_0399,NP_212533.1,219,-,hypothetical protein BB_0399
chr,NC_001318.1,411456,413006,-,1195238,-,BB_0400,NP_212534.1,516,-,hypothetical protein BB_0400
chr,NC_001318.1,413113,414315,+,1195239,-,BB_0401,NP_212535.1,400,-,glutamate transporter
chr,NC_001318.1,414327,415793,-,1195240,proS,BB_0402,NP_212536.1,488,-,proline--tRNA ligase
chr,NC_001318.1,415846,416478,-,1195241,-,BB_0403,NP_212537.2,210,-,hypothetical protein BB_0403
chr,NC_001318.1,416689,417105,+,1195242,-,BB_0404,NP_212538.1,138,-,hypothetical protein BB_0404
chr,NC_001318.1,417102,417713,+,1195243,-,BB_0405,NP_212539.1,203,-,hypothetical protein BB_0405
chr,NC_001318.1,417724,418335,+,1195244,-,BB_0406,NP_212540.1,203,-,hypothetical protein BB_0406
chr,NC_001318.1,418388,419506,-,1195245,manA,BB_0407,NP_212541.1,372,-,mannose-6-phosphate isomerase
chr,NC_001318.1,419503,421380,-,1195246,-,BB_0408,NP_212542.1,625,-,PTS system fructose-specific transproter subunit IIABC
chr,NC_001318.1,421554,422183,+,1195247,-,BB_0409,NP_212543.1,209,-,hypothetical protein BB_0409
chr,NC_001318.1,423055,423834,+,1195250,-,BB_0412,NP_212546.1,259,-,membrane protein
chr,NC_001318.1,423822,424442,-,1195251,-,BB_0413,NP_212547.2,206,-,integral membrane protein
chr,NC_001318.1,424694,425551,+,1195252,-,BB_0414,NP_212548.1,285,-,chemotaxis protein methyltransferase
chr,NC_001318.1,425584,426711,+,1195253,-,BB_0415,NP_212549.1,375,-,chemotaxis protein CheB
chr,NC_001318.1,426736,427950,+,1195254,-,BB_0416,NP_212550.1,404,-,pheromone shutdown protein
chr,NC_001318.1,427987,428622,+,1195255,-,BB_0417,NP_212551.1,211,-,adenylate kinase
chr,NC_001318.1,428646,429674,+,1195256,-,BB_0418,NP_212552.1,342,-,hypothetical protein BB_0418
chr,NC_001318.1,429693,430616,-,1195257,-,BB_0419,NP_212553.1,307,-,response regulator
chr,NC_001318.1,430619,435103,-,1195258,-,BB_0420,NP_212554.1,1494,-,sensory transduction histidine kinase
chr,NC_001318.1,441713,442552,-,1195263,-,BB_0421,NP_212555.1,279,-,haloacid dehalogenase-like hydrolase
chr,NC_001318.1,442688,443248,-,1195264,-,BB_0422,NP_212556.1,186,-,3-methyladenine DNA glycosylase
chr,NC_001318.1,446327,446875,-,1195271,-,BB_0426,NP_212560.2,182,-,nucleoside 2-deoxyribosyltransferase superfamily protein
chr,NC_001318.1,446969,447736,-,1195272,-,BB_0427,NP_212561.2,255,-,rRNA small subunit methyltransferase I
chr,NC_001318.1,447855,448172,+,1195273,-,BB_0428,NP_212562.1,105,-,hypothetical protein BB_0428
chr,NC_001318.1,448202,448591,-,1195274,-,BB_0429,NP_212563.1,129,-,hypothetical protein BB_0429
chr,NC_001318.1,448708,449310,+,1195275,-,BB_0430,NP_212564.2,200,-,hypothetical protein BB_0430
chr,NC_001318.1,449419,450171,+,1195276,-,BB_0431,NP_212565.1,250,-,CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein
chr,NC_001318.1,450174,450887,+,1195277,-,BB_0432,YP_008686575.1,237,-,hypothetical protein BB_0432
chr,NC_001318.1,451139,451921,-,1195279,-,BB_0434,NP_212568.1,260,-,chromosome-partitioning protein ParB
chr,NC_001318.1,452040,454472,-,1195280,gyrA,BB_0435,NP_212569.1,810,-,DNA gyrase subunit A
chr,NC_001318.1,454484,456388,-,1195281,gyrB,BB_0436,NP_212570.2,634,-,DNA gyrase subunit B
chr,NC_001318.1,456576,458036,+,1195282,dnaA,BB_0437,NP_212571.1,486,-,chromosomal replication initiation protein
chr,NC_001318.1,458277,459434,+,1195283,dnaN,BB_0438,NP_212572.1,385,-,DNA polymerase III subunit beta
chr,NC_001318.1,459525,459824,+,1195284,-,BB_0439,NP_212573.1,99,-,hypothetical protein BB_0439
chr,NC_001318.1,459916,460071,+,1195285,rpmH,BB_0440,NP_212574.1,51,-,50S ribosomal protein L34
chr,NC_001318.1,460052,460411,+,1195286,rnpA,BB_0441,NP_212575.1,119,-,ribonuclease P protein component
chr,NC_001318.1,460398,462032,+,1195287,-,BB_0442,YP_008686576.1,544,-,membrane protein insertase YidC
chr,NC_001318.1,462045,462773,+,1195288,-,BB_0443,NP_212577.1,242,-,spoIIIJ-associtated protein
chr,NC_001318.1,462819,463886,+,1195289,-,BB_0444,NP_212578.1,355,-,nucleotide sugar epimerase
chr,NC_001318.1,464053,465132,+,1195290,fbaA,BB_0445,NP_212579.1,359,-,fructose-bisphosphate aldolase
chr,NC_001318.1,465518,467278,-,1195291,aspS,BB_0446,NP_212580.2,586,-,aspartate--tRNA ligase
chr,NC_001318.1,467282,469387,-,1195292,-,BB_0447,NP_212581.1,701,-,Na+/H+ antiporter
chr,NC_001318.1,469390,469665,-,1195293,-,BB_0448,NP_212582.1,91,-,phosphocarrier protein HPr
chr,NC_001318.1,469678,469971,-,1195294,-,BB_0449,NP_212583.1,97,-,hypothetical protein BB_0449
chr,NC_001318.1,469961,471220,-,1195295,rpoN,BB_0450,NP_212584.1,419,-,RNA polymerase sigma-54 factor
chr,NC_001318.1,471223,471756,-,1195296,-,BB_0451,NP_212585.1,177,-,chromate transport protein
chr,NC_001318.1,471771,472358,-,1195297,-,BB_0452,NP_212586.2,195,-,chromate transporter superfamily protein
chr,NC_001318.1,472566,473408,+,1195298,-,BB_0453,NP_212587.1,280,-,small conductance mechanosensitive ion channel
chr,NC_001318.1,473405,474556,-,1195299,-,BB_0454,NP_212588.1,383,-,lipopolysaccharide biosynthesis-like protein
chr,NC_001318.1,474613,475602,+,1195300,-,BB_0455,NP_212589.1,329,-,hypothetical protein BB_0455
chr,NC_001318.1,475606,476211,+,1195301,-,BB_0456,NP_212590.1,201,-,hypothetical protein BB_0456
chr,NC_001318.1,476263,478005,-,1195302,uvrC,BB_0457,NP_212591.2,580,-,excinuclease ABC subunit C
chr,NC_001318.1,478196,479716,+,1195303,-,BB_0458,YP_008686577.1,506,-,hypothetical protein BB_0458
chr,NC_001318.1,479709,481019,+,1195304,-,BB_0459,NP_212593.1,436,-,hypothetical protein BB_0459
chr,NC_001318.1,481344,482057,-,1195305,-,BB_0460,NP_212594.1,237,-,lipoprotein
chr,NC_001318.1,482600,484282,+,1195307,-,BB_0461,NP_212595.1,560,-,DNA polymerase III subunits gamma and tau
chr,NC_001318.1,484287,484586,+,1195308,efbC,BB_0462,NP_212596.2,99,-,nucleoid-associated protein EbfC
chr,NC_001318.1,484757,485266,+,1195309,-,BB_0463,NP_212597.1,169,-,nucleoside diphosphate kinase
chr,NC_001318.1,485550,486077,+,1195310,-,BB_0464,NP_212598.1,175,-,hypothetical protein BB_0464
chr,NC_001318.1,486074,486769,+,1195311,-,BB_0465,NP_212599.1,231,-,hypothetical protein BB_0465
chr,NC_001318.1,486747,487538,+,1195312,-,BB_0466,NP_212600.2,263,-,ABC transporter ATP-binding protein
chr,NC_001318.1,487535,488224,+,1195313,-,BB_0467,NP_212601.1,229,-,laccase domain-containing protein
chr,NC_001318.1,488226,488972,+,1195314,-,BB_0468,NP_212602.1,248,-,hypothetical protein BB_0468
chr,NC_001318.1,488983,489495,+,1195315,lspA,BB_0469,NP_212603.1,170,-,lipoprotein signal peptidase
chr,NC_001318.1,489733,490554,+,1195317,-,BB_0471,NP_212605.1,273,-,hypothetical protein BB_0471
chr,NC_001318.1,490644,491927,+,1195318,murA,BB_0472,NP_212606.2,427,-,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr,NC_001318.1,492588,493952,+,1195319,-,BB_0473,NP_212607.1,454,-,integral membrane protein
chr,NC_001318.1,494150,494539,-,1195321,-,BB_0475,NP_212609.2,129,-,lipoprotein
chr,NC_001318.1,495033,496217,+,1195322,tuf,BB_0476,NP_212610.2,394,-,elongation factor Tu
chr,NC_001318.1,496268,496579,+,1195323,rpsJ,BB_0477,NP_212611.1,103,-,30S ribosomal protein S10
chr,NC_001318.1,496615,497235,+,1195324,rplC,BB_0478,NP_212612.1,206,-,50S ribosomal protein L3
chr,NC_001318.1,497245,497874,+,1195325,rplD,BB_0479,NP_212613.1,209,-,50S ribosomal protein L4
chr,NC_001318.1,497895,498191,+,1195326,rplW,BB_0480,NP_212614.2,98,-,50S ribosomal protein L23
chr,NC_001318.1,498213,499046,+,1195327,rplB,BB_0481,NP_212615.1,277,-,50S ribosomal protein L2
chr,NC_001318.1,499056,499334,+,1195328,rpsS,BB_0482,NP_212616.1,92,-,30S ribosomal protein S19
chr,NC_001318.1,499341,499703,+,1195329,rplV,BB_0483,NP_212617.1,120,-,50S ribosomal protein L22
chr,NC_001318.1,499707,500588,+,1195330,rpsC,BB_0484,NP_212618.1,293,-,30S ribosomal protein S3
chr,NC_001318.1,500593,501009,+,1195331,rplP,BB_0485,NP_212619.1,138,-,50S ribosomal protein L16
chr,NC_001318.1,501015,501212,+,1195332,rpmC,BB_0486,NP_212620.2,65,-,50S ribosomal protein L29
chr,NC_001318.1,501215,501469,+,1195333,rpsQ,BB_0487,NP_212621.1,84,-,30S ribosomal protein S17
chr,NC_001318.1,501497,501865,+,1195334,rplN,BB_0488,NP_212622.2,122,-,50S ribosomal protein L14
chr,NC_001318.1,501880,502185,+,1195335,rplX,BB_0489,NP_212623.1,101,-,50S ribosomal protein L24
chr,NC_001318.1,502191,502739,+,1195336,-,BB_0490,NP_212624.1,182,-,50S ribosomal protein L5
chr,NC_001318.1,502756,502941,+,1195337,rpsN,BB_0491,NP_212625.2,61,-,30S ribosomal protein S14
chr,NC_001318.1,502951,503349,+,1195338,rpsH,BB_0492,NP_212626.1,132,-,30S ribosomal protein S8
chr,NC_001318.1,503366,503908,+,1195339,-,BB_0493,NP_212627.1,180,-,50S ribosomal protein L6
chr,NC_001318.1,503926,504285,+,1195340,rplR,BB_0494,NP_212628.1,119,-,50S ribosomal protein L18
chr,NC_001318.1,504298,504795,+,1195341,rpsE,BB_0495,NP_212629.1,165,-,30S ribosomal protein S5
chr,NC_001318.1,504799,505104,+,1195342,-,BB_0496,NP_212630.1,101,-,50S ribosomal protein L30
chr,NC_001318.1,505104,505541,+,1195343,rplO,BB_0497,NP_212631.1,145,-,50S ribosomal protein L15
chr,NC_001318.1,505554,506858,+,1195344,-,BB_0498,NP_212632.1,434,-,protein translocase subunit SecY
chr,NC_001318.1,506865,506984,+,1195345,rpmJ,BB_0499,NP_212633.1,39,-,50S ribosomal protein L36
chr,NC_001318.1,507002,507379,+,1195346,rpsM,BB_0500,NP_212634.1,125,-,30S ribosomal protein S13
chr,NC_001318.1,507406,507798,+,1195347,rpsK,BB_0501,NP_212635.2,130,-,30S ribosomal protein S11
chr,NC_001318.1,507814,508848,+,1195348,rpoA,BB_0502,NP_212636.2,344,-,DNA-directed RNA polymerase subunit alpha
chr,NC_001318.1,508870,509241,+,1195349,rplQ,BB_0503,NP_212637.1,123,-,50S ribosomal protein L17
chr,NC_001318.1,509314,510846,+,1195350,-,BB_0504,NP_212638.1,510,-,ribonuclease Y
chr,NC_001318.1,510836,511624,+,1195351,-,BB_0505,NP_212639.1,262,-,hypothetical protein BB_0505
chr,NC_001318.1,511605,512396,+,11493326,-,BB_0506,YP_008686578.1,263,-,hypothetical protein BB_0506
chr,NC_001318.1,512393,513139,-,1195353,-,BB_0507,NP_212641.2,248,-,hypothetical protein BB_0507
chr,NC_001318.1,513226,514527,+,1195354,engA,BB_0508,NP_212642.1,433,-,GTPase Der
chr,NC_001318.1,514524,515783,+,1195355,-,BB_0509,NP_212643.1,419,-,hypothetical protein BB_0509
chr,NC_001318.1,516493,522993,+,1195358,-,BB_0512,NP_212646.1,2166,-,hypothetical protein BB_0512
chr,NC_001318.1,522990,524576,+,1195359,-,BB_0513,YP_008686579.1,528,-,phenylalanine--tRNA ligase subunit alpha
chr,NC_001318.1,524554,526254,+,1195360,pheT,BB_0514,NP_212648.1,566,-,phenylalanine--tRNA sligase subunit beta
chr,NC_001318.1,526325,527305,+,1195361,trxB,BB_0515,YP_008686580.1,326,-,thioredoxin reductase
chr,NC_001318.1,528104,529198,-,1195363,dnaJ,BB_0517,NP_212651.1,364,-,chaperone protein DnaJ
